video_id,actual_title,title,channel,upload_date,library_category,youtube_category,transcript_available
dutNG5SCIis,She Ate And Left No Crumbs! 🗿,She Ate And Left No Crumbs 🗿,learn with jassi,2026-07-13,People & Blogs,People & Blogs,True
e2JiidC3qO4,Full day of Eating - Weight Gain (Muscle) diet - Indian Style,Full day of Eating - Weight Gain (Muscle) diet - Indian Style,Fit Tuber,2019-04-26,Howto & Style,Howto & Style,True
e9iTLyPLb8U,INCREASE HEIGHT - How to Increase Height Naturally,INCREASE HEIGHT - How to Increase Height Naturally,Fit Tuber,2017-05-12,Howto & Style,Howto & Style,True
eb7y1jFXslU,30 Namkeens in India Ranked from Worst to Best,30 Namkeens in India Ranked from Worst to Best,Fit Tuber,2020-02-07,Howto & Style,Howto & Style,False
ee0SfGSJOTc,7 Quick & Healthy Breakfast Options for the Week (Ditch the Paranthas),7 Quick & Healthy Breakfast Options for the Week (Ditch the Paranthas),Fit Tuber,2018-11-23,Howto & Style,Howto & Style,True
ehCw14qk12c,20 Face Creams in India Ranked from Worst to Best,20 Face Creams in India Ranked from Worst to Best,Fit Tuber,2018-03-30,Howto & Style,Howto & Style,True
fKxmRoD3_y4,30 Biscuits in India Ranked from Worst to Best,30 Biscuits in India Ranked from Worst to Best,Fit Tuber,2018-05-04,Howto & Style,Howto & Style,True
fb5gHqmreas,Reverse Diabetes Permanently in 3 Steps,Reverse Diabetes Permanently in 3 Steps,Fit Tuber,2023-12-15,Howto & Style,Howto & Style,True
g4GSHgFfaMA,"ALL ABOUT SPROUTS - Easy Preparation, Recipes & Benefits!","ALL ABOUT SPROUTS - Easy Preparation, Recipes & Benefits",Fit Tuber,2019-02-01,Howto & Style,Howto & Style,True
gVHuh75Xhdw,Top Vegetarian Foods for Bodybuilding in India,Top Vegetarian Foods for Bodybuilding in India,Fit Tuber,2017-07-14,Howto & Style,Howto & Style,True
gaMrnhFILJc,5 Best Sunscreens in India (in 2025),5 Best Sunscreens in India (in 2025),Fit Tuber,2025-02-21,Howto & Style,Howto & Style,True
gcNGaTYwA3I,4 Products in Your Kitchen You Should Throw Away (With Healthier Alternatives),4 Products in Your Kitchen You Should Throw Away (With Healthier Alternatives),Fit Tuber,2022-02-25,Howto & Style,Howto & Style,True
ggNxHVqNwGw,PROVE THEM WRONG -Motivational Video 🔥,PROVE THEM WRONG -Motivational Video,Fit Tuber,2019-05-17,Howto & Style,Howto & Style,True
gjYVS8m91UU,5 Amazing Foods for Fat Loss,5 Amazing Foods for Fat Loss,Fit Tuber,2023-04-21,Howto & Style,Howto & Style,True
gkjA_4GJ93c,High Protein Vegetarian Recipe for Bodybuilding,High Protein Vegetarian Recipe for Bodybuilding,Fit Tuber,2016-10-09,Howto & Style,Howto & Style,True
h4hbLS1BTqA,Visenya arrives at the Eyrie castle#aegontheconqueror#visenyatargaryen #targaryen#gameofthrones,Visenya arrives at the Eyrie castle#aegontheconqueror#visenyatargaryen,Black Raven | Westeros,2026-04-29,Film & Animation,Film & Animation,True
h9buAlUNQNo,Arthur Dayne | Animated Fan Film | Game of Thrones,Arthur Dayne | Animated Fan Film | Game of Thrones,Black Raven | Westeros,2026-05-20,Film & Animation,Film & Animation,False
hLCvr7HHJNs,5 Must have Products this Winter (#4 Will Surprise You),5 Must have Products this Winter ( Will Surprise You),Fit Tuber,2018-11-16,Howto & Style,Howto & Style,True
hLrny7Xjy2g,7 Quick & Healthy Dessert Ideas for your Sweet Tooth (Indian Dessert Recipes),7 Quick & Healthy Dessert Ideas for your Sweet Tooth (Indian Dessert Recipes),Fit Tuber,2019-03-22,Howto & Style,Howto & Style,True
hMA8FaDd_Oc,5 Amazing Foods that Stop Hair Fall,5 Amazing Foods that Stop Hair Fall,Fit Tuber,2023-08-25,Howto & Style,Howto & Style,True
hRdUnvkmaF4,The Ugly Truth about McDonald's French Fries - SCIENTIFIC PROOF!,The Ugly Truth about McDonald's French Fries - SCIENTIFIC PROOF,Fit Tuber,2018-01-05,Howto & Style,Howto & Style,True
hfAzwS79PXE,"Increase Vitamin B12 Naturally (Symptoms, Best Foods, Natural Supplements)","Increase Vitamin B12 Naturally (Symptoms, Best Foods, Natural Supplements)",Fit Tuber,2024-01-26,Howto & Style,Howto & Style,True
i6aFZgDcm-M,High Protein Breakfast for Fat loss and Muscle gain,High Protein Breakfast for Fat loss and Muscle gain,Fit Tuber,2016-09-09,Howto & Style,Howto & Style,True
i7aidpUwGC4,5 Women Products That You Should Stop Using Immediately (With Healthier Alternatives),5 Women Products That You Should Stop Using Immediately (With Healthier Alternatives),Fit Tuber,2021-12-31,Howto & Style,Howto & Style,True
iOgbAm4hbDo,Cheapest Post Workout Food for Fat Loss & Muscle Gain,Cheapest Post Workout Food for Fat Loss & Muscle Gain,Fit Tuber,2017-11-17,Howto & Style,Howto & Style,True
iUY-JJUueqI,WHICH BODY TYPE ARE YOU? How to Train & Eat for YOUR body type?,WHICH BODY TYPE ARE YOU How to Train & Eat for YOUR body type,Fit Tuber,2017-08-04,Howto & Style,Howto & Style,True
j8HApM9L0ss,5 Daily Mistakes that are Damaging the Planet (#4 is Easy) 🌎,5 Daily Mistakes that are Damaging the Planet ( is Easy),Fit Tuber,2022-07-01,Howto & Style,Howto & Style,True
jN6m8o6XWJ4,91/7... Then Glenn Maxwell Did the Impossible | Full Story,91 7 Then Glenn Maxwell Did the Impossible Full Story,Cricbees Official,2026-07-21,Sports,Sports,True
j_sTk4JdQpY,How to Stop Overthinking? By Bhagavad Gita,How to Stop Overthinking By Bhagavad Gita,Fit Tuber,2021-12-17,Howto & Style,Howto & Style,True
jbmpHgVSp6k,5 Best Foods for Radiant Skin (Natural Collagen & Retinol),5 Best Foods for Radiant Skin (Natural Collagen & Retinol),Fit Tuber,2025-10-17,Howto & Style,Howto & Style,True
jh8RZtwo6Fc,"Fit Tuber 5 Million Q&A | Job Revealed | (Big Announcement, Marital Status, Legal Situation)","Fit Tuber 5 Million Q&A Job Revealed (Big Announcement, Marital Status, Legal Situation)",Fit Tuber,2021-07-02,Howto & Style,Howto & Style,True
joav_O3pupo,5 Amazing Products to Set Your Hair Naturally (For Men & Women) | Fit Tuber,5 Amazing Products to Set Your Hair Naturally (For Men & Women),Fit Tuber,2021-02-19,Howto & Style,Howto & Style,True
jwmNjJgZanM,5 MINUTE ICE CREAM - Healthy & Tasty Ice Cream (Without Refrigerator),5 MINUTE ICE CREAM - Healthy & Tasty Ice Cream (Without Refrigerator),Fit Tuber,2019-05-24,Howto & Style,Howto & Style,True
k1WyIcsM42c,3 high-protein breakfasts I prep ahead for better energy and focus,3 high-protein breakfasts I prep ahead for better energy and focus,The Doctor's Kitchen,2026-04-26,People & Blogs,People & Blogs,True
k77F184hi5g,Cure Thyroid Problem Permanently in 4 Steps,Cure Thyroid Problem Permanently in 4 Steps,Fit Tuber,2020-06-26,Howto & Style,Howto & Style,True
kYPAlvnRiiI,"Claude + ChatGPT = $57,152 In 90 Days","Claude + ChatGPT = $57,152 In 90 Days",Kellan Henneberry,2026-08-02,People & Blogs,People & Blogs,True
khhA-FiwuGE,3 Natural Skin Care Products that you Must Try (Homemade),3 Natural Skin Care Products that you Must Try (Homemade),Fit Tuber,2023-05-05,Howto & Style,Howto & Style,True
kmKf4hZJtq0,The Truth About Mineral Water & The Best Water Purifier in India,The Truth About Mineral Water & The Best Water Purifier in India,Fit Tuber,2019-09-13,Howto & Style,Howto & Style,False
kqD1X1q6suM,5 Natural Face Moisturisers under Rs 299 (Not Sponsored),5 Natural Face Moisturisers under Rs 299 ( ),Fit Tuber,2020-11-13,Howto & Style,Howto & Style,True
l5RZZe4h7T0,5 Anti Ageing Habits that You Should Inculcate in Your 20s/30s,5 Anti Ageing Habits that You Should Inculcate in Your 20s 30s,Fit Tuber,2021-01-15,Howto & Style,Howto & Style,True
lCSgRPINplc,30 Breads in India Ranked from Worst to Best,30 Breads in India Ranked from Worst to Best,Fit Tuber,2020-09-04,Howto & Style,Howto & Style,True
lGUoBm0FCZQ,"SAY GOODBYE to Period Problems Forever (Irregular Periods, Menstrual Cramps, PMS, Over Bleeding etc)","SAY GOODBYE to Period Problems Forever (Irregular Periods, Menstrual Cramps, PMS, Over Bleeding etc)",Fit Tuber,2019-10-04,Howto & Style,Howto & Style,True
lNvBXLbInXE,7 Min Daily Yoga Routine for Beginners (Follow Along),7 Min Daily Yoga Routine for Beginners (Follow Along),Fit Tuber,2022-06-03,Howto & Style,Howto & Style,True
lYJDlH0CoE4,Sirf 1 Chammach Roz Khao — 7 Din Mein Pet Ki Charbi Kam Hone Lagegi!,Sirf 1 Chammach Roz Khao — 7 Din Mein Pet Ki Charbi Kam Hone Lagegi,Healthy Hamesha,2026-03-20,Education,Education,True
lh5dsxZ0scc,TRY -  Motivational Video,TRY - Motivational Video,Fit Tuber,2016-10-03,Film & Animation,Film & Animation,True
lsY_Llt59x0,3 Natural Hair Care Products that you Must Try (Homemade),3 Natural Hair Care Products that you Must Try (Homemade),Fit Tuber,2022-05-06,Howto & Style,Howto & Style,True
m7PzICujjbc,Cheapest Pre Workout in INDIA - No Supplement,Cheapest Pre Workout in INDIA - No Supplement,Fit Tuber,2017-11-10,Howto & Style,Howto & Style,False
m7eC77inRms,6 Products at Your Home That You Should Throw Away Immediately,6 Products at Your Home That You Should Throw Away Immediately,Fit Tuber,2019-12-13,Howto & Style,Howto & Style,False
mEqzo69Ka5s,20 Hair Oils in India Ranked from Worst to Best,20 Hair Oils in India Ranked from Worst to Best,Fit Tuber,2019-08-16,Howto & Style,Howto & Style,False
mGZBVAp883Q,5 Amazing Foods that Melt Belly Fat | Fit Tuber,5 Amazing Foods that Melt Belly Fat,Fit Tuber,2026-06-26,Howto & Style,Howto & Style,True
mUoCyrYfvLY,30 Summer Drinks in India Ranked from Worst to Best,30 Summer Drinks in India Ranked from Worst to Best,Fit Tuber,2018-05-11,Howto & Style,Howto & Style,False
mVUtchpU6nY,Natural Body Transformation | FITNESS MOTIVATION INDIA,Natural Body Transformation FITNESS MOTIVATION INDIA,Fit Tuber,2017-04-07,Howto & Style,Howto & Style,True
mVWSWc--zGE,How to Unclog Your Arteries (& Prevent Heart Attack),How to Unclog Your Arteries (& Prevent Heart Attack),Fit Tuber,2023-06-02,Howto & Style,Howto & Style,True
majCZ5SMp7Q,BIGGEST Fitness Myths you need to STOP Believing,BIGGEST Fitness Myths you need to STOP Believing,Fit Tuber,2017-08-18,Howto & Style,Howto & Style,True
mbo5wXh1lWE,5 Simple & Creative Recipes to Try at Home (Vegetarian) | Fit Tuber,5 Simple & Creative Recipes to Try at Home (Vegetarian),Fit Tuber,2020-05-01,Howto & Style,Howto & Style,True
me7i3OmFTIc,White Hair को Permanently Black करें (सिर्फ 3 Steps में),White Hair को Permanently Black करें (सिर्फ 3 Steps में),Fit Tuber,2026-01-23,Howto & Style,Howto & Style,True
moZjGDwG5UU,Milk in India Ranked from Worst to Best,Milk in India Ranked from Worst to Best,Fit Tuber,2020-06-11,Howto & Style,Howto & Style,True
n-YuK_bV8kw,"FitTuber 3 Million Q&A | Meet my Family | (Parents reaction, Mimicry😂 , Surprise)","FitTuber 3 Million Q&A Meet my Family (Parents reaction, Mimicry😂 , Surprise)",Fit Tuber,2020-07-10,Howto & Style,Howto & Style,True
nVqguQH45gw,How to Wake up Early Morning Daily? (and Not be Miserable),How to Wake up Early Morning Daily (and Not be Miserable),Fit Tuber,2021-03-26,Howto & Style,Howto & Style,True
nwWJsUqtzcY,21 Sri Sri Tattva Products Ranked from Worst to Best,21 Sri Sri Tattva Products Ranked from Worst to Best,Fit Tuber,2021-01-22,Howto & Style,Howto & Style,True
nzycj3Y6-sk,Remove Dark Circles Permanently in 1 Week (Best Home Remedy),Remove Dark Circles Permanently in 1 Week (Best Home Remedy),Fit Tuber,2019-05-03,Howto & Style,Howto & Style,False
o4JWr10bw48,Extreme Fat Melting Diet Plan (Breakfast to Dinner),Extreme Fat Melting Diet Plan (Breakfast to Dinner),Fit Tuber,2025-04-18,Howto & Style,Howto & Style,True
oQjbkYD28jQ,Tea vs Coffee | Which is Better (Revealed),Tea vs Coffee Which is Better (Revealed),Fit Tuber,2019-12-27,Howto & Style,Howto & Style,True
oeBNmD1iwDo,4 Life Changing Habits That I Have Learnt in South India,4 Life Changing Habits That I Have Learnt in South India,Fit Tuber,2019-05-31,Howto & Style,Howto & Style,True
ogHiefVlTaM,11 Common Indian Rituals that are Surprisingly Scientific 🇮🇳,11 Common Indian Rituals that are Surprisingly Scientific 🇮🇳,Fit Tuber,2021-11-05,Howto & Style,Howto & Style,True
ooMKNswME18,9 Dark Secrets Private Hospitals Hide From You (Must Watch) 🤫🚨,9 Dark Secrets Private Hospitals Hide From You ( ),Fit Tuber,2026-05-01,Howto & Style,Howto & Style,True
ouneTsdk46w,Cool down Exercises after Workout | Post Workout Stretches,Cool down Exercises after Workout | Post Workout Stretches,Fit Tuber,2017-03-07,Howto & Style,Howto & Style,False
pCaz06psb0s,"5 Proven Ways to Reduce Body Heat (Pigmentation, Rashes, Grey Hair, Body odour, Sweating)","5 Proven Ways to Reduce Body Heat (Pigmentation, Rashes, Grey Hair, Body odour, Sweating)",Fit Tuber,2023-05-19,Howto & Style,Howto & Style,True
pFjyrjw5HPc,You have been drinking water the wrong way all your life,You have been drinking water the wrong way all your life,Fit Tuber,2016-09-05,Howto & Style,Howto & Style,True
pIf_TK2JC9M,Healthy Eggless Cake Recipe | No Bake | Raw Vegan diet,Healthy Eggless Cake Recipe No Bake Raw Vegan diet,Fit Tuber,2016-09-20,Howto & Style,Howto & Style,True
pOBWgUhRLCo,30 Biscuits in India Ranked from Worst to Best (in 2026),30 Biscuits in India Ranked from Worst to Best (in 2026),Fit Tuber,2026-04-17,Howto & Style,Howto & Style,True
pQ5OQRqOer8,Stop Drinking DEAD Water! The Bitter Truth of Water Purifiers,Stop Drinking DEAD Water The Bitter Truth of Water Purifiers,Fit Tuber,2026-03-06,Howto & Style,Howto & Style,True
pYHakKTMa0s,ABS WORKOUT - Workout at Home | Episode 9 - OBLIQUES | 5 min workout,ABS WORKOUT - Workout at Home Episode 9 - OBLIQUES 5 min workout,Fit Tuber,2016-12-25,Sports,Sports,True
peM93I89TQU,5 Food Products Wrongly Marketed as Healthy,5 Food Products Wrongly Marketed as Healthy,Fit Tuber,2017-12-01,Howto & Style,Howto & Style,False
pqoz66rf7gE,25 Ghee Brands in India Ranked from Worst to Best,25 Ghee Brands in India Ranked from Worst to Best,Fit Tuber,2020-07-24,Howto & Style,Howto & Style,True
pskMbM-2QQQ,"Permanent Solution to 4 Common Health Problems (Dark Lips, Bad Breath, Snoring & Acidity)","Permanent Solution to 4 Common Health Problems (Dark Lips, Bad Breath, Snoring & Acidity)",Fit Tuber,2022-08-12,Howto & Style,Howto & Style,True
px7qgNyf7kM,7 Refreshing & Tasty Milkshakes You Must Try this Summer,7 Refreshing & Tasty Milkshakes You Must Try this Summer,Fit Tuber,2022-04-08,Howto & Style,Howto & Style,True
qBGy1ibJrRc,4 Habits that can Ruin your Night (& The Next day),4 Habits that can Ruin your Night (& The Next day),Fit Tuber,2022-03-25,Howto & Style,Howto & Style,True
qJkC05DjVlA,"Claude Ai + YouTube = $9,987/Month (FREE Plan) | Create Viral 2D Documentary Videos","Claude Ai + YouTube = $9,987 Month (FREE Plan) Create Viral 2D Documentary Videos",Chad Grow,2026-07-26,Education,Education,True
qOmM94CvOLs,6 Foods You Eat that are a Lie (EXPOSED!),6 Foods You Eat that are a Lie (EXPOSED ),Fit Tuber,2020-01-24,Howto & Style,Howto & Style,True
qfB7tnJ-kRI,20 Shampoos in India Ranked from Worst to Best,20 Shampoos in India Ranked from Worst to Best,Fit Tuber,2018-02-16,Howto & Style,Howto & Style,True
qiwb7zGy-34,5 Min Warm up exercises before workout | Why warm up?,5 Min Warm up exercises before workout Why warm up,Fit Tuber,2016-12-21,Howto & Style,Howto & Style,True
qnNOpRYmCNo,FAT LOSS CARDIO - Workout at Home | Episode 10 - FAT BURNING CARDIO,FAT LOSS CARDIO - Workout at Home | Episode 10 - FAT BURNING CARDIO,Fit Tuber,2017-01-10,Sports,Sports,False
qnTc5WeBamo,25 Common Indian Rituals that are Surprisingly Logical 🇮🇳,25 Common Indian Rituals that are Surprisingly Logical 🇮🇳,Fit Tuber,2020-08-14,Howto & Style,Howto & Style,True
r-DIv65zHwY,Which is the Best Hair Oil in India? (in 2025),Which is the Best Hair Oil in India (in 2025),Fit Tuber,2025-01-24,Howto & Style,Howto & Style,True
r-zlwA_Pk84,Healthy Snacks - Healthy Office Snack Options,Healthy Snacks - Healthy Office Snack Options,Fit Tuber,2017-04-28,Howto & Style,Howto & Style,True
rEPsDiWn9O0,How to Take Care of Your Parents' Health? (Before It's Too Late),How to Take Care of Your Parents' Health (Before It's Too Late),Fit Tuber,2025-03-07,Howto & Style,Howto & Style,True
raH3rx2oO9k,India Revives Su-30! Picks Super Sukhoi With GaN Virupaksha AESA Radar Over Russia’s Su-57! Kinjal,India Revives Su-30 Picks Super Sukhoi With GaN Virupaksha AESA Radar Over Russia’s Su-57 Kinjal,World Affairs by Unacademy,2026-08-10,Education,Education,True
raMWkXbDU2A,Roti vs Rice | Which is Better? (Myth Busted),Roti vs Rice Which is Better (Myth Busted),Fit Tuber,2019-11-01,Howto & Style,Howto & Style,True
s1lSPL9nVxU,"Fall 2: Deadpoint (2026) Official Trailer | Harriet Slater, Arsema Thomas | 11 September 2026","Fall 2 Deadpoint (2026) Official Trailer Harriet Slater, Arsema Thomas 11 September 2026",PVRINOX Pictures,2026-08-07,Film & Animation,Film & Animation,True
s1pTXbpnefk,Is Masturbation Good or Bad? (For Men & Women),Is Masturbation Good or Bad? (For Men & Women),Fit Tuber,2019-07-12,Howto & Style,Howto & Style,False
s2NQhpFGIOg,15 Min Daily Yoga Routine for Beginners (Follow Along),15 Min Daily Yoga Routine for Beginners (Follow Along),Fit Tuber,2020-03-20,Howto & Style,Howto & Style,True
s5by_uGGkX0,5 Foods that have More Calcium than Milk (Get Stronger Bones),5 Foods that have More Calcium than Milk (Get Stronger Bones),Fit Tuber,2024-06-28,Howto & Style,Howto & Style,True
s6r_9Pznkco,"Drink This Every Morning - Skin, Hair और Gut की सभी समस्याएं जड़ से खत्म","Drink This Every Morning - Skin, Hair और Gut की सभी समस्याएं जड़ से खत्म",Fit Tuber,2026-07-24,Howto & Style,Howto & Style,True
s7tEurbw1zU,What Happens if You Eat Dinner After 7 PM?  (WITH SOLUTION),What Happens if You Eat Dinner After 7 PM (WITH SOLUTION),Fit Tuber,2019-06-07,Howto & Style,Howto & Style,True
sCOyx-Wglss,How to Manage Diet in Hostel or PG | For College Students,How to Manage Diet in Hostel or PG For College Students,Fit Tuber,2017-03-24,Howto & Style,Howto & Style,True
sgAhnEhOq30,The #1 Breakfast Mistake You're Making with These 3 Foods,The Breakfast Mistake You're Making with These 3 Foods,Fit Tuber,2025-05-16,Howto & Style,Howto & Style,True
t99TxDBwUCM,SHOULDER WORKOUT - Workout at Home | Episode 4 - SHOULDERS | Without Equipment,SHOULDER WORKOUT - Workout at Home Episode 4 - SHOULDERS Without Equipment,Fit Tuber,2016-11-28,Sports,Sports,True
tLLO3tEMkyk,Full day of Eating - Fat Loss Diet (Indian Style),Full day of Eating - Fat Loss Diet (Indian Style),Fit Tuber,2018-12-21,Howto & Style,Howto & Style,True
tamUJ23i33k,NO GYM | FULL BODY WORKOUT,NO GYM FULL BODY WORKOUT,Fit Tuber,2017-04-14,Howto & Style,Howto & Style,True
tbO66nDf7r8,20 Hair Conditioners in India Ranked from Worst to Best,20 Hair Conditioners in India Ranked from Worst to Best,Fit Tuber,2018-06-01,Howto & Style,Howto & Style,True
tbT8N23qczw,ABS WORKOUT - Workout at Home | Episode 7 - UPPER ABS | 5 min workout,ABS WORKOUT - Workout at Home Episode 7 - UPPER ABS 5 min workout,Fit Tuber,2016-12-23,Howto & Style,Howto & Style,True
uIC5GngsSUE,White Potato vs. Sweet Potato,White Potato vs. Sweet Potato,Fit Tuber,2016-10-18,Howto & Style,Howto & Style,True
ucOmGiNg1kg,7 Refreshing Drinks to Make Under 30 Seconds (Healthy & Tasty),7 Refreshing Drinks to Make Under 30 Seconds (Healthy & Tasty),Fit Tuber,2019-06-21,Howto & Style,Howto & Style,True
up1fvFIecWw,"Drink this Tea for a Month, the Result Will Amaze You","Drink this Tea for a Month, the Result Will Amaze You",Fit Tuber,2024-12-13,Howto & Style,Howto & Style,True
urzOFEAZ-2M,Which is the Best Face Moisturiser in India? (in 2024),Which is the Best Face Moisturiser in India (in 2024),Fit Tuber,2024-12-27,Howto & Style,Howto & Style,True
utoB7wXrmHY,"How to Nourish and Relax the Eyes? (Best Eye Drops, Top 3 Foods & Practices)","How to Nourish and Relax the Eyes (Best Eye Drops, Top 3 Foods & Practices)",Fit Tuber,2021-05-28,Howto & Style,Howto & Style,True
vNNLOx-TjH0,“Robert vs Rhaegar”#RobertBaratheon #RhaegarTargaryen #GameOfThrones #Westeros #Shorts,“Robert vs Rhaegar”,Black Raven | Westeros,2026-05-18,Film & Animation,Film & Animation,True
vSVeEsjkito,5 Early Warning Signs of Liver Damage,5 Early Warning Signs of Liver Damage,Fit Tuber,2024-04-19,Howto & Style,Howto & Style,True
vTYuNp7wq10,5 Products at Your Home That You Should Stop Using Immediately ( With Safe Alternatives),5 Products at Your Home That You Should Stop Using Immediately ( With Safe Alternatives),Fit Tuber,2021-06-11,Howto & Style,Howto & Style,True
vb9tlrQl5GM,5 Natural Supplements That Actually Work! (Not Sponsored),5 Natural Supplements That Actually Work ( ),Fit Tuber,2022-01-14,Howto & Style,Howto & Style,True
vbKz95gdWiA,Rhaegar Targaryen: The Last Dragon | Animated Fan Film,Rhaegar Targaryen: The Last Dragon | Animated Fan Film,Black Raven | Westeros,2026-04-01,Film & Animation,Film & Animation,False
vmnns9LDyHU,High Protein Vegetarian Bodybuilding Meal - Indian Style,High Protein Vegetarian Bodybuilding Meal - Indian Style,Fit Tuber,2016-12-06,Howto & Style,Howto & Style,True
vqRBCa1Jv4w,5 Natural Toothpastes in India Under Rs 219 that You Must Try (#3 is just Rs 70),5 Natural Toothpastes in India Under Rs 219 that You Must Try ( is just Rs 70),Fit Tuber,2022-06-17,Howto & Style,Howto & Style,True
vuk3HX4HgwE,Get Over Phone Addiction in 4 Simple Steps (Practical Solution),Get Over Phone Addiction in 4 Simple Steps (Practical Solution),Fit Tuber,2019-08-02,Howto & Style,Howto & Style,False
w0kOxvV26cw,11 Reasons Why Indian Food is Logical & Intelligent 🇮🇳,11 Reasons Why Indian Food is Logical & Intelligent 🇮🇳,Fit Tuber,2021-06-18,Howto & Style,Howto & Style,True
w1c9JhNYyRA,7 Must Try Products Under Rs 299 That Make Healthy Lifestyle Easier,7 Must Try Products Under Rs 299 That Make Healthy Lifestyle Easier,Fit Tuber,2021-05-14,Howto & Style,Howto & Style,True
wY44LKLysHg,Cure PCOS/PCOD Problem Permanently in 6 Steps,Cure PCOS PCOD Problem Permanently in 6 Steps,Fit Tuber,2019-05-10,Howto & Style,Howto & Style,True
wbRj49wjtF0,10 Sanitary Pads in India Ranked from Worst to Best,10 Sanitary Pads in India Ranked from Worst to Best,Fit Tuber,2020-10-16,Howto & Style,Howto & Style,True
weDmVu1SPuI,9 Common Hygiene Mistakes That You Must Avoid,9 Common Hygiene Mistakes That You Must Avoid,Fit Tuber,2022-07-29,Howto & Style,Howto & Style,True
wtVsFfFeYNs,Ultimate Ayurvedic Body Test in 5 Mins (Vata Pitta Kapha Explained),Ultimate Ayurvedic Body Test in 5 Mins (Vata Pitta Kapha Explained),Fit Tuber,2020-05-08,Howto & Style,Howto & Style,True
x3MVEwkIQro,Full day Diet Plan to Cure PCOS/PCOD Permanently,Full day Diet Plan to Cure PCOS PCOD Permanently,Fit Tuber,2019-11-29,Howto & Style,Howto & Style,True
x3UzDgOrnd8,Do These 5 Things to Burn Belly Fat,Do These 5 Things to Burn Belly Fat,Fit Tuber,2024-05-17,Howto & Style,Howto & Style,True
xJNX3sF3fL0,DIY Creative Upcycled Tools to Fix Everything At Home ⚒️,DIY Creative Upcycled Tools to Fix Everything At Home ⚒️,5-MINUTE REPAIR,2026-08-10,Howto & Style,Howto & Style,True
xRppi-Ezowg,"How to Balance Vata Dosha Naturally? (Gas, Bloating, Body Pains, Dry Skin)","How to Balance Vata Dosha Naturally (Gas, Bloating, Body Pains, Dry Skin)",Fit Tuber,2021-12-03,Howto & Style,Howto & Style,True
xYah1XWcm4s,5 Popular Food Products That Need Your Attention (Revealing),5 Popular Food Products That Need Your Attention (Revealing),Fit Tuber,2018-09-14,Howto & Style,Howto & Style,True
xfNY-0EItDs,Indian Foods that you thought were healthy but AREN'T,Indian Foods that you thought were healthy but AREN'T,Fit Tuber,2017-06-30,Howto & Style,Howto & Style,True
xnu-7K-IikM,5 Products in Your Kitchen You Should Throw Away (With Healthier Alternatives),5 Products in Your Kitchen You Should Throw Away (With Healthier Alternatives),Fit Tuber,2021-01-29,Howto & Style,Howto & Style,True
y0GFbd_uOwI,21 Amazing Daily Hacks that Make Healthy Lifestyle Easy,21 Amazing Daily Hacks that Make Healthy Lifestyle Easy,Fit Tuber,2021-03-05,Howto & Style,Howto & Style,True
y4HBGiiZpI4,10 Best Indian Perfumes & Deos (Starting at Rs 299),10 Best Indian Perfumes & Deos (Starting at Rs 299),Fit Tuber,2026-04-03,Howto & Style,Howto & Style,True
y4QdVllbcyg,5 Reasons You Are Drinking Milk the Wrong Way,5 Reasons You Are Drinking Milk the Wrong Way,Fit Tuber,2018-09-07,Howto & Style,Howto & Style,False
yAkBZvGijJQ,20 Deodorants in India Ranked from Worst to Best,20 Deodorants in India Ranked from Worst to Best,Fit Tuber,2018-04-20,Howto & Style,Howto & Style,True
yGItImUNGWs,5 Ways to Boost Your Immunity,5 Ways to Boost Your Immunity,Fit Tuber,2018-08-03,Howto & Style,Howto & Style,False
ypkpJRyxgxE,5 Daily Winter Products That You Should Throw Away Immediately (With Healthier Alternatives),5 Daily Winter Products That You Should Throw Away Immediately (With Healthier Alternatives),Fit Tuber,2022-11-18,Howto & Style,Howto & Style,True
yu4rbnEk6BU,5 Things You Must Do Every Morning,5 Things You Must Do Every Morning,Fit Tuber,2023-04-07,Howto & Style,Howto & Style,True
z3LlqXNZe2s,"5 Amazing Supplements for Hair (Hair Fall, Dandruff, Grey Hair)","5 Amazing Supplements for Hair (Hair Fall, Dandruff, Grey Hair)",Fit Tuber,2025-08-22,Howto & Style,Howto & Style,True
zMXQXe03dSI,FREE Google Fitbit Air vs Expensive WHOOP — 7 Days Review ✅,FREE Google Fitbit Air vs Expensive WHOOP — 7 Days Review ✅,Techno Ruhez,2026-08-10,Science & Technology,Science & Technology,True
zT5c4wpZ2lw,Patanjali Products - AYURVEDIC or SCAM? | 5 Patanjali Products EXPOSED!!!,Patanjali Products - AYURVEDIC or SCAM? | 5 Patanjali Products EXPOSED!!!,Fit Tuber,2017-12-08,Howto & Style,Howto & Style,False
zalL4B4FxH0,Which is the Best Fat Loss Diet? (Surprising🔥),Which is the Best Fat Loss Diet (Surprising ),Fit Tuber,2020-07-03,Howto & Style,Howto & Style,True
zeqeWQb9FCY,7 Quick & Healthy Breakfast Ideas for the Week (Vegetarian),7 Quick & Healthy Breakfast Ideas for the Week (Vegetarian),Fit Tuber,2022-09-09,Howto & Style,Howto & Style,True
zpz4Bek2q3w,15 Protein Sources in India Ranked from Worst to Best,15 Protein Sources in India Ranked from Worst to Best,Fit Tuber,2018-06-15,Howto & Style,Howto & Style,False
