video_id,actual_title,title,channel,upload_date,library_category,youtube_category,transcript_available,transcript_characters,video_duration_seconds,video_type
UWCf9pDTmJI,"करी पत्ता है, कमाल। .. #drrobin #ayurved #food #doctor #remedy",Curry Leaves and Health Claims — Metadata-Only Entry Due to Unreliable Evidence,Dr.Robin Sharma,2026-08-03,Education,Education,True,1954,0.0,full_youtube_video
Ua0VBPXN5j8,Children of 90's | Taare Zameen Par song,Children of the 90s — Taare Zameen Par Song Montage,Fit Tuber,2016-11-14,Nonprofits & Activism,Nonprofits & Activism,True,839,0.0,full_youtube_video
UgIfDo9e_Jk,How to Keep Fruits & Vegetables Fresh for Longer?,"How to Store Fruits, Vegetables, Spices, Nuts and Dairy for Longer Freshness",Fit Tuber,2022-04-22,Howto & Style,Howto & Style,True,8519,0.0,full_youtube_video
UnjiirIHTYU,How to Improve Leg Circulation | Only 3 Exercises You Need to Know,"3 Seated Exercises for Leg Circulation: Marching, Leg Extension/Ankle Flexion and Calf Pumps",Dr Pote's Vascular Clinic,2026-07-30,Education,Education,True,10167,0.0,full_youtube_video
UposRQt67Dg,7 Quick & Healthy Drinks You Should Master ( My Favourites),"7 Healthy Drinks to Try: Ragi Malt, Turmeric Milk, Buttermilk, Lemon-Honey Water, Coconut Water, Sugarcane Juice and Car",Fit Tuber,2018-10-26,Howto & Style,Howto & Style,True,9546,0.0,full_youtube_video
V8zN8saFXMQ,Gib ein Ei in kochende Milch – und du wirst nie wieder Käse kaufen! 🧀🔥,"Easy Homemade Fresh Cheese with Milk, Eggs, Salt and Yogurt",Käse zu Hause,2025-02-24,People & Blogs,People & Blogs,True,818,0.0,full_youtube_video
VK-G0vkfqOQ,5 Daily Foods You Are Eating the Wrong Way,5 Everyday Foods the Video Says Are Commonly Eaten the Wrong Way,Fit Tuber,2020-01-31,Howto & Style,Howto & Style,True,9437,0.0,full_youtube_video
VVPFk1TIaUc,What Will Happen if You Quit Sugar for 21 Days (6 Healthy Alternatives),What Will Happen if You Quit Sugar for 21 Days (6 Healthy Alternatives),Fit Tuber,2018-10-12,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
V_t51u1tBJc,"How I Make $24,937/mo Posting YouTube Shorts (Using Claude AI)","Faceless YouTube Shorts Workflow with Claude, VidIQ and Viblo",Kellan Henneberry,2026-06-28,People & Blogs,People & Blogs,True,17126,0.0,full_youtube_video
VriBoTeMByk,The Tragic Story of Tyrion & Tysha #TyrionLannister #Tysha #Westeros #GeorgeRRMartin #Shorts,The Tragic Story of Tyrion Lannister and Tysha,Black Raven | Westeros,2026-07-14,Film & Animation,Film & Animation,True,633,0.0,full_youtube_video
VtUxnAj5HsI,"🔥 Kamzor Baap Nikla Deadly K!ller… Beti Ke Liye Jo Kiya, Sab Shock | Kdrama Explained in Hindi",Former Operative Kim Returns to Violence to Save His Bullied and Kidnapped Daughter Minji,Alex Explainer Hindi,2026-08-01,Film & Animation,Film & Animation,True,72498,0.0,full_youtube_video
Vw5kOT9ocjk,11 Ayurvedic Food Combinations That You Must Try (#3 will Surprise you),"11 Ayurvedic Food Combinations: Wheat-Cucumber, Milk-Ghee, Spiced Sprouts, Radish-Leaves, Lemon-Ghee, Black Gram-Butterm",Fit Tuber,2021-10-22,Howto & Style,Howto & Style,True,8074,0.0,full_youtube_video
WJ2xwLRI3pE,How to Avoid Buying Wrong Fruits and Vegetables? ft @SatishRayTV,"How to Avoid Bad Produce: Apples, Capsicum, Cabbage, Garlic, Spinach, Carrot, Cauliflower, Brinjal, Sweet Potato and Pap",Fit Tuber,2022-12-16,Howto & Style,Howto & Style,True,8946,0.0,full_youtube_video
WLsl3M26K-I,How to get rid of Man Boobs? Workout and Diet Tips.,"Gynecomastia vs Chest Fat: Weight Loss, Lifestyle, Chest Training and When to See a Doctor",Fit Tuber,2017-02-18,Howto & Style,Howto & Style,True,3820,0.0,full_youtube_video
WUWdVtbZrLQ,Weed vs Alcohol | Which is Better? (Myth Busted) ft.@beyounick,"Weed vs Alcohol: Intoxication, Health Risks, Claimed Medical Uses and Ayurvedic Perspectives",Fit Tuber,2020-07-17,Howto & Style,Howto & Style,True,8506,0.0,full_youtube_video
WYt9VnY6PmY,How to Purify Your Blood Naturally?,"Ayurvedic 'Blood Purification' Claims: Neem Leaves, Manjisthadi Kwath and Lifestyle Changes",Fit Tuber,2021-07-16,Howto & Style,Howto & Style,True,4984,0.0,full_youtube_video
WxQ-FVRVuaI,Rhaegar and Lyanna’s wedding. #gameofthrones #rhaegartargaryen #westeros #lyanna,Rhaegar and Lyanna's Wedding,Black Raven | Westeros,2026-05-24,Film & Animation,Film & Animation,True,880,0.0,full_youtube_video
XB_o_yKvQkI,How to Reduce FACE FAT (Chubby Cheeks and Double Chin),"Reducing a Puffy or Fuller Face: Overall Fat Loss, Less Sodium, Hydration, Alcohol Reduction and Facial Exercises",Fit Tuber,2017-03-17,Howto & Style,Howto & Style,True,3389,0.0,full_youtube_video
XCRPbZ_vVb4,5 Period Mistakes that Every Woman Should Avoid,"5 Period 'Mistakes' Reviewed: Diet, Bathing, Exercise, Sex and Menstrual Products",Fit Tuber,2023-06-16,Howto & Style,Howto & Style,True,9876,0.0,full_youtube_video
X_CvsRskWeE,10 Hair Care Habits Ranked from Worst to Best,10 Hair Care Habits Ranked from Worst to Best,Fit Tuber,2018-08-17,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
XctGOSf08js,5 Indian Superfoods You Must Eat (My Picks),"5 Indian Superfoods: Jackfruit, Green Gram, Lemon, Moringa and Mango",Fit Tuber,2020-06-19,Howto & Style,Howto & Style,True,11253,0.0,full_youtube_video
Y2L2kBthqNE,"Stop Walking 10,000 Steps/Day (do this for 10 minutes instead)","10-Minute 40/30 Interval Cardio: 40 Seconds Hard, 30 Seconds Easy, 2–4 Times Weekly",Get Fit with Payas,2026-06-11,Education,Education,True,8808,0.0,full_youtube_video
YHdxBff_M6k,10 Late Night Snacks Options in India Ranked from Worst to Best,10 Late-Night Snack Options in India Ranked from Worst to Best,Fit Tuber,2018-06-22,Howto & Style,Howto & Style,True,5821,0.0,full_youtube_video
YN7kv9j4J_4,7 Products for Weight Loss That Need Your Attention!,7 Weight-Loss Products in India: What to Question Before Buying,Fit Tuber,2020-05-15,Howto & Style,Howto & Style,True,10452,0.0,full_youtube_video
YQsQjFO0uBk,49 Signs Your Body is Crying for Help (WITH SOLUTION),Common Body Warning Signs and Traditional Home-Remedy Responses,Fit Tuber,2020-07-31,Howto & Style,Howto & Style,True,7020,0.0,full_youtube_video
YiPiB7hwxGc,ULTIMATE Ayurvedic Routine to Get Rid of Pimples & Acne Permanently (Men & Women),Five-Step Ayurvedic Acne Routine: Traditional Diet and Skin-Care Guidance with Cure Claims Flagged,Fit Tuber,2021-03-12,Howto & Style,Howto & Style,True,10851,0.0,full_youtube_video
Yl_UEHuDMnQ,5 Superfoods of India You Must Eat (My Picks),5 Superfoods of India You Must Eat (My Picks),Fit Tuber,2018-11-09,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
Ypq6bEh_CnM,7 S*x Mistakes that Everyone Should Avoid,"7 Sex Myths to Avoid: Genital Skin Color, Penis Size, Menstrual Cups, Orgasm, Birth-Control Positions, Viagra and Porn",Fit Tuber,2024-01-12,Howto & Style,Howto & Style,True,8351,0.0,full_youtube_video
Yq0cuX__wck,"5 Amazing Ways to Reduce Body Heat (Hairfall, Pimples, Acidity)","5 Amazing Ways to Reduce Body Heat (Hairfall, Pimples, Acidity)",Fit Tuber,2019-03-15,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
Z8dAhgsHwQg,3 Foods That Naturally Decrease Cortisol (The Stress Hormone),3 Foods for Stress Support and Cortisol-Related Nutrition Claims,Fit Tuber,2025-11-14,Howto & Style,Howto & Style,True,18689,0.0,full_youtube_video
Zr1SWGrQTIc,Complete Movie | All Three Previously Released Parts Combined,Complete Movie | All Three Previously Released Parts Combined,Black Raven | Westeros,2026-06-27,Film & Animation,Film & Animation,False,0,0.0,full_youtube_video
_3beJopLD2Y,5 Products at the Chemist Shop that Need Your Attention!,"5 Chemist-Shop Products Reviewed: Revital, Safi, Glucon-D, Strepsils and Kayam Churna",Fit Tuber,2020-02-28,Howto & Style,Howto & Style,True,10555,0.0,full_youtube_video
_9YXliQTAkg,How To Create VOX STYLE Animation 100% FREE (NO PAID TOOLS),"Create Vox-Style Documentary Animations with ChatGPT, Google Flow, AI Voice and CapCut",Mark Ai Guy,2026-08-02,Education,Education,True,18820,0.0,full_youtube_video
_d1VU6A5Cd4,ABS WORKOUT - Workout at Home | Episode 8 - LOWER ABS | 5 min workout,5-Minute Lower-Ab Home Workout,Fit Tuber,2016-12-24,Sports,Sports,True,232,0.0,full_youtube_video
_eljsPT1Qws,10 Cooking Utensils in India Ranked from Worst to Best,10 Cooking Utensils in India Ranked by Material and Safety Considerations — 2019 Review,Fit Tuber,2019-01-11,Howto & Style,Howto & Style,True,8668,0.0,full_youtube_video
_kHuBGn5yoQ,5 Things that are just Magical for Skin Glow✨,5 Low-Cost Skin-Care Items for Temporary Glow and Routine Support,Fit Tuber,2024-05-03,Howto & Style,Howto & Style,True,13401,0.0,full_youtube_video
_mUsMQL8DuA,Build Your Calves with these 3 Secret Home Exercises,"3 Home Calf Exercises: Donkey Calf Raises, Single-Leg Isometric Calf Holds and Tibialis Raises",FitBurn Studio,2026-04-23,Education,Education,True,6417,0.0,full_youtube_video
_tSN_1OlcEg,World's best Dental powder.. #drrobin #ayurved #food #doctor #remedy,Traditional Dental Powder Claim — Metadata-Only Entry Due to Unreliable Evidence,Dr.Robin Sharma,2026-07-20,Education,Education,True,1252,0.0,full_youtube_video
_u6yrYAP_7w,Try This DIY Hair Mask और पाएं रेशमी घने बाल,"DIY Flaxseed Hair-Gel Mask: Boil, Strain, Apply 30 Minutes and Rinse",Fit Tuber,2026-02-20,Howto & Style,Howto & Style,True,18088,0.0,full_youtube_video
_uLdo-Buoz8,Create This New Ai Niche & Go Viral In 48hrs | 100% FREE Tools,Generate Satisfying Wooden-Car Transformation Shorts with ChatGPT and Google Flow,Mark Ai Guy,2026-07-16,People & Blogs,People & Blogs,True,6746,0.0,full_youtube_video
_urKrTNH5G0,Which is the Best Cooking Oil in Indian Market?,"Cooking Oils in India: Refined Oil, Olive Oil, Mustard, Sesame, Groundnut, Coconut and Ghee Compared",Fit Tuber,2019-04-19,Howto & Style,Howto & Style,True,9063,0.0,full_youtube_video
a01zsrKBOCU,5 Quick & Healthy Drinks that Fire You Up 🔥  (#1 is My Favourite),5 Quick & Healthy Drinks that Fire You Up 🔥  (#1 is My Favourite),Fit Tuber,2019-01-04,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
aMheJmu5YfU,12 Strange Signs Your Body Is Burning Fat (Not Sugar),12 Possible Signs of Fat Adaptation and Weight-Loss Changes,Ryan Taylor (Natural Remedies),2026-05-01,Education,Education,True,9863,0.0,full_youtube_video
aW816rEx_WQ,Dunk & Egg: Animated Story | After Ashford,"Dunk & Egg After Ashford: The Sworn Sword, Mystery Knight, Aegon V's Reign and the Tragedy of Summerhall",Black Raven | Westeros,2026-06-17,Film & Animation,Film & Animation,True,21911,0.0,full_youtube_video
azsMvdSI3cU,10 Sleeping Habits Ranked from Worst to Best,10 Sleeping Habits Ranked from Worst to Best,Fit Tuber,2018-08-24,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
bHzxdWpWhW4,5 Best Foods For Rapid Weight Gain (Naturally),"Healthy Weight-Gain Foods: Milk Dalia, Curd-Potato, Banana-Peanut Butter, Roti-Rice, Paneer and Urad Dal",Fit Tuber,2025-10-03,Howto & Style,Howto & Style,True,18081,0.0,full_youtube_video
bRsQuDUnU4g,5 Indian Superfoods You Must Eat ft. @AbhiandNiyu,"5 Indian Superfoods: Black Chana, Cashews, Pomegranate, Bottle Gourd and Sugarcane",Fit Tuber,2021-04-16,Howto & Style,Howto & Style,True,11023,0.0,full_youtube_video
bcZ9_kClq6I,10 Interesting & Useful Ayurvedic Facts About Your Body That You Should Know,"10 Ayurvedic Body Facts: Traditional Interpretations of Digestion, Sleep, Routine and Constitution",Fit Tuber,2021-02-26,Howto & Style,Howto & Style,True,10744,0.0,full_youtube_video
bgx6nHUNILg,20 Soaps in India Ranked from Worst to Best,20 Soaps in India Ranked from Worst to Best,Fit Tuber,2018-02-02,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
c5iae3FZK_4,White Discharge - What's Normal & What is Not?,"Vaginal Discharge: What's Normal, Warning Colors and Why Ayurvedic 'White Discharge' Claims Need Caution",Fit Tuber,2023-11-03,Howto & Style,Howto & Style,True,9331,0.0,full_youtube_video
c6yvIGvLWC8,Which is the Best Soap & Body Wash in India (in 2025)?,Best Soaps and Body Washes in India in 2025 — Ingredient-Based Consumer Review,Fit Tuber,2025-03-21,Howto & Style,Howto & Style,True,11019,0.0,full_youtube_video
c7jWQZf8jvo,9 Common S*x Mistakes That You Must Avoid,"9 Sex Myths: Pubic Hair, Condoms for Oral/Anal Sex, Emergency Contraception, Toilet Seats, Double Condoms, Hymen, Period",Fit Tuber,2022-03-11,Howto & Style,Howto & Style,True,8710,0.0,full_youtube_video
cLh2VdPBWSM,3 Powerful Herbs that You Should Start Using,"3 Ayurvedic Herbs for Metabolic, Joint, Stress, Skin, Blood-Pressure and Digestive Claims",Fit Tuber,2024-11-01,Howto & Style,Howto & Style,True,10468,0.0,full_youtube_video
cO8cccJkQ1c,20 Min Full Body Workout For Beginners (Follow Along) | Men & Women,"20-Minute Beginner Full-Body Home Workout: Dynamic Warm-Up, Strength, Dumbbells and Core",Fit Tuber,2021-10-08,Howto & Style,Howto & Style,True,16045,0.0,full_youtube_video
ci-uXyWw5R4,6 Women Products That You Should Stop Using Immediately (With Healthier Alternatives),"6 Women's Products Reviewed: Intimate Washes, Hair-Removal Creams, Nail Polish, Health Drinks, Deodorants and Face Powde",Fit Tuber,2021-04-23,Howto & Style,Howto & Style,True,11045,0.0,full_youtube_video
ci6viCNdAjI,10 Foods You'll Never Buy Again After Knowing How They Are Made,10 Foods You'll Never Buy Again After Knowing How They Are Made,Fit Tuber,2017-11-24,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
cuMlOIBY7zY,20 Hand Washes in India Ranked From Worst to Best,20 Hand Washes in India Ranked by Ingredients — Historical 2019 Review,Fit Tuber,2019-09-06,Howto & Style,Howto & Style,True,7836,0.0,full_youtube_video
d02j1cBsdDQ,Eat 1 Teaspoon Before Bed — Melts Belly Fat Like Ozempic | Dr. Mandell,Bedtime Chia and Cinnamon Drink for Satiety: Not an Ozempic Substitute,motivationaldoc,2025-07-03,People & Blogs,People & Blogs,True,9349,0.0,full_youtube_video
d40K62Iqnfk,High Protein Indian Bodybuilding Meal - Vegetarian,High-Protein Indian Vegetarian Bodybuilding Meal,Fit Tuber,2016-12-17,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
d4vAv6CG7M0,7 Quick & Healthy Lunch Box Ideas for the Week (Vegetarian),"7 Vegetarian Lunchbox Recipes: Beans Pulao, Paneer Roll, Sweet-Potato Vegetables, Cabbage Sandwich, Millet-Soya Biryani,",Fit Tuber,2019-02-22,Howto & Style,Howto & Style,True,9226,0.0,full_youtube_video
dAqQqmaI9vY,30 Min Daily Yoga Routine for Beginners (Follow Along),"30-Minute Beginner Yoga Routine: Joint Warm-Up, Surya Namaskar, Asanas and Pranayama",Fit Tuber,2021-04-02,Howto & Style,Howto & Style,True,20365,0.0,full_youtube_video
dE4i4LUq2R4,9 Signs Your Body is Asking for Help (With Solution),"9 Body Warning Signs: Pale Nails, Smelly Gas, Muscle Cramps, Foot Pain, Puffy Face, Dry Skin, Anal Itching, Swollen Gums",Fit Tuber,2023-02-10,Howto & Style,Howto & Style,True,9230,0.0,full_youtube_video
dQadi21TIwc,How to lead a Healthy Sex Life as per Ayurveda? (Men & Women),"Ayurvedic Sexual-Life Guidelines: Frequency, Timing, Food, Conception Practices and Unsafe Neem-Contraception Claims",Fit Tuber,2020-10-02,Howto & Style,Howto & Style,True,10695,0.0,full_youtube_video
dkeHhKP7vR0,I Built the 'Perfect' Morning Routine Inspired by Indian Celebs,"A Celebrity-Inspired Morning Routine: Early Sleep, No Social Media, Water, Ghee, Yoga, Cold Shower and Oats",Fit Tuber,2025-02-07,Howto & Style,Howto & Style,True,10561,0.0,full_youtube_video
dtP8pTwQgc8,How to Identify Fresh Fruits and Vegetables in Indian Market? ft. @KabitasKitchen,"Identifying Fresh Fruits and Vegetables in Indian Markets: Onion, Ginger, Watermelon, Tomato, Pineapple and More",Fit Tuber,2021-04-09,Howto & Style,Howto & Style,True,6308,0.0,full_youtube_video
dutNG5SCIis,She Ate And Left No Crumbs! 🗿,Barkha Dutt Challenges Press-Freedom and Happiness Rankings of India,learn with jassi,2026-07-13,People & Blogs,People & Blogs,True,1102,0.0,full_youtube_video
e2JiidC3qO4,Full day of Eating - Weight Gain (Muscle) diet - Indian Style,"Full-Day Vegetarian Weight-Gain Diet: Cashew Upma, Chana-Rice-Roti Lunch, Banana-Peanut Butter Roti, Paneer-Urad Dinner ",Fit Tuber,2019-04-26,Howto & Style,Howto & Style,True,10677,0.0,full_youtube_video
e9iTLyPLb8U,INCREASE HEIGHT - How to Increase Height Naturally,"Height Growth Claims Reviewed: Nutrition and Sleep Matter During Growth, but Adults Cannot Stretch Bones Taller",Fit Tuber,2017-05-12,Howto & Style,Howto & Style,True,5233,0.0,full_youtube_video
eb7y1jFXslU,30 Namkeens in India Ranked from Worst to Best,30 Namkeens in India Ranked from Worst to Best,Fit Tuber,2020-02-07,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
ee0SfGSJOTc,7 Quick & Healthy Breakfast Options for the Week (Ditch the Paranthas),"7 Quick Indian Breakfasts: Besan Chilla, Tamarind Rice, Banana-Almond-Milk, Sweet Rice, Curd Rice, Ragi Malt and Cashew ",Fit Tuber,2018-11-23,Howto & Style,Howto & Style,True,8163,0.0,full_youtube_video
ehCw14qk12c,20 Face Creams in India Ranked from Worst to Best,20 Face Creams in India Ranked by Ingredient Transparency and the Creator's Safety Criteria,Fit Tuber,2018-03-30,Howto & Style,Howto & Style,True,5081,0.0,full_youtube_video
fKxmRoD3_y4,30 Biscuits in India Ranked from Worst to Best,"30 Biscuits in India Ranked: Cream Biscuits, Parle-G, Marie, Digestives, Granny's and Early Foods",Fit Tuber,2018-05-04,Howto & Style,Howto & Style,True,6478,0.0,full_youtube_video
fb5gHqmreas,Reverse Diabetes Permanently in 3 Steps,"Type 2 Diabetes Lifestyle Plan: Higher-Fiber Diet, Meal Timing, Fenugreek, Amla-Turmeric and Walking — With Medical Caut",Fit Tuber,2023-12-15,Howto & Style,Howto & Style,True,12870,0.0,full_youtube_video
g4GSHgFfaMA,"ALL ABOUT SPROUTS - Easy Preparation, Recipes & Benefits!","Sprouts at Home: Preparation, Savory and Sweet Recipes, and Eating Tips",Fit Tuber,2019-02-01,Howto & Style,Howto & Style,True,7308,0.0,full_youtube_video
gVHuh75Xhdw,Top Vegetarian Foods for Bodybuilding in India,"12 Vegetarian Bodybuilding Foods: Legumes, Brown Rice, Nuts, Milk, Fruit, Whole Wheat, Paneer, Vegetables, Sweet Potato,",Fit Tuber,2017-07-14,Howto & Style,Howto & Style,True,8641,0.0,full_youtube_video
gaMrnhFILJc,5 Best Sunscreens in India (in 2025),"Mineral Sunscreens in India: Gabit, Mother Sparsh, Aroma Magic and an Unvalidated DIY Aloe-Wheat-Germ Formula",Fit Tuber,2025-02-21,Howto & Style,Howto & Style,True,15495,0.0,full_youtube_video
gcNGaTYwA3I,4 Products in Your Kitchen You Should Throw Away (With Healthier Alternatives),4 Kitchen Products to Reconsider — With Simpler Food Alternatives,Fit Tuber,2022-02-25,Howto & Style,Howto & Style,True,11270,0.0,full_youtube_video
ggNxHVqNwGw,PROVE THEM WRONG -Motivational Video 🔥,"Prove Them Wrong: Short Motivation on Confidence, Hard Work and Taking Action",Fit Tuber,2019-05-17,Howto & Style,Howto & Style,True,1638,0.0,full_youtube_video
gjYVS8m91UU,5 Amazing Foods for Fat Loss,5 Everyday Foods to Support Fat Loss Through Satiety and Diet Quality,Fit Tuber,2023-04-21,Howto & Style,Howto & Style,True,9330,0.0,full_youtube_video
gkjA_4GJ93c,High Protein Vegetarian Recipe for Bodybuilding,High-Protein Vegetarian Oats Tikki,Fit Tuber,2016-10-09,Howto & Style,Howto & Style,True,765,0.0,full_youtube_video
h4hbLS1BTqA,Visenya arrives at the Eyrie castle#aegontheconqueror#visenyatargaryen #targaryen#gameofthrones,Visenya Targaryen Takes the Eyrie Without Bloodshed,Black Raven | Westeros,2026-04-29,Film & Animation,Film & Animation,True,703,0.0,full_youtube_video
h9buAlUNQNo,Arthur Dayne | Animated Fan Film | Game of Thrones,Arthur Dayne | Animated Fan Film | Game of Thrones,Black Raven | Westeros,2026-05-20,Film & Animation,Film & Animation,False,0,0.0,full_youtube_video
hLCvr7HHJNs,5 Must have Products this Winter (#4 Will Surprise You),"5 Winter Products Reviewed: Arata Lip Balm, Shilajit, Face Moisturizer, Pure Hair Oil and Body Lotion",Fit Tuber,2018-11-16,Howto & Style,Howto & Style,True,6885,0.0,full_youtube_video
hLrny7Xjy2g,7 Quick & Healthy Dessert Ideas for your Sweet Tooth (Indian Dessert Recipes),"7 Homemade Desserts: Atta Halwa, Gajar Halwa, Walnut-Date Curd, Sweet-Potato Halwa, Kheer, Roti-Ghee-Jaggery and Coconut",Fit Tuber,2019-03-22,Howto & Style,Howto & Style,True,9504,0.0,full_youtube_video
hMA8FaDd_Oc,5 Amazing Foods that Stop Hair Fall,"5 Foods for Hair Nutrition: Carrots, Curry Leaves, Buttermilk, Amla and Almonds",Fit Tuber,2023-08-25,Howto & Style,Howto & Style,True,10096,0.0,full_youtube_video
hRdUnvkmaF4,The Ugly Truth about McDonald's French Fries - SCIENTIFIC PROOF!,McDonald's Fries vs Homemade Fries: An Informal Shelf-Life Experiment and Its Limits,Fit Tuber,2018-01-05,Howto & Style,Howto & Style,True,3074,0.0,full_youtube_video
hfAzwS79PXE,"Increase Vitamin B12 Naturally (Symptoms, Best Foods, Natural Supplements)","Vitamin B12 Deficiency: Symptoms, Dairy Foods and Misleading 'Natural B12' Supplement Claims",Fit Tuber,2024-01-26,Howto & Style,Howto & Style,True,8180,0.0,full_youtube_video
i6aFZgDcm-M,High Protein Breakfast for Fat loss and Muscle gain,"Quick High-Protein Breakfast with Oats, Milk and Eggs for Muscle Gain or Fat-Loss Diets",Fit Tuber,2016-09-09,Howto & Style,Howto & Style,True,1230,0.0,full_youtube_video
i7aidpUwGC4,5 Women Products That You Should Stop Using Immediately (With Healthier Alternatives),"5 Women's Products Reviewed: Underwire Bras, Fairness Creams, Plastic Loofahs, Multivitamins and Keratin Treatments",Fit Tuber,2021-12-31,Howto & Style,Howto & Style,True,10813,0.0,full_youtube_video
iOgbAm4hbDo,Cheapest Post Workout Food for Fat Loss & Muscle Gain,"Budget Post-Workout Protein: Egg Whites, Serving Ideas and Safer Timing/Storage Context",Fit Tuber,2017-11-17,Howto & Style,Howto & Style,True,7203,0.0,full_youtube_video
iUY-JJUueqI,WHICH BODY TYPE ARE YOU? How to Train & Eat for YOUR body type?,"Ectomorph, Mesomorph and Endomorph: Why Classic Body Types Are a Weak Basis for Diet and Training",Fit Tuber,2017-08-04,Howto & Style,Howto & Style,True,5762,0.0,full_youtube_video
j8HApM9L0ss,5 Daily Mistakes that are Damaging the Planet (#4 is Easy) 🌎,"5 Everyday Environmental Actions: Reuse Possessions, Eat Millets, Help Local Wildlife, Cut Single-Use Plastic and Reduce",Fit Tuber,2022-07-01,Howto & Style,Howto & Style,True,9213,0.0,full_youtube_video
jN6m8o6XWJ4,91/7... Then Glenn Maxwell Did the Impossible | Full Story,91/7... Then Glenn Maxwell Did the Impossible | Full Story,Cricbees Official,2026-07-21,Sports,Sports,True,1252,0.0,full_youtube_video
j_sTk4JdQpY,How to Stop Overthinking? By Bhagavad Gita,"Bhagavad Gita Approach to Overthinking: Focus on What You Control, Detach from Outcomes and Train Attention",Fit Tuber,2021-12-17,Howto & Style,Howto & Style,True,5401,0.0,full_youtube_video
jbmpHgVSp6k,5 Best Foods for Radiant Skin (Natural Collagen & Retinol),5 Foods for Skin Nutrition and Radiance — Without Calling Them 'Natural Collagen or Retinol' Replacements,Fit Tuber,2025-10-17,Howto & Style,Howto & Style,True,17410,0.0,full_youtube_video
jh8RZtwo6Fc,"Fit Tuber 5 Million Q&A | Job Revealed | (Big Announcement, Marital Status, Legal Situation)","Fit Tuber 5 Million Q&A: Career, Legal Notices, Channel Plans, Ayurveda, Health, Marriage and Trust",Fit Tuber,2021-07-02,Howto & Style,Howto & Style,True,7482,0.0,full_youtube_video
joav_O3pupo,5 Amazing Products to Set Your Hair Naturally (For Men & Women) | Fit Tuber,"5 Hair-Styling Product Categories: Wax, Serum, Beard Oil, Hair Dryer and Comb",Fit Tuber,2021-02-19,Howto & Style,Howto & Style,True,9567,0.0,full_youtube_video
jwmNjJgZanM,5 MINUTE ICE CREAM - Healthy & Tasty Ice Cream (Without Refrigerator),"Fast Homemade Ice Cream: Chocolate, Mango and Malai Kulfi Using Ice-Salt Bag Freezing",Fit Tuber,2019-05-24,Howto & Style,Howto & Style,True,4552,0.0,full_youtube_video
k1WyIcsM42c,3 high-protein breakfasts I prep ahead for better energy and focus,"3 High-Protein, High-Fiber Make-Ahead Breakfasts: Overnight Oats, Cottage-Cheese Frittata and Freezer Smoothie Packs",The Doctor's Kitchen,2026-04-26,People & Blogs,People & Blogs,True,11195,0.0,full_youtube_video
k77F184hi5g,Cure Thyroid Problem Permanently in 4 Steps,"Thyroid Video: Walnut Oil, Coriander Water, Yoga and Diet Claims—With Unsafe Advice to Stop Medication",Fit Tuber,2020-06-26,Howto & Style,Howto & Style,True,10518,0.0,full_youtube_video
kYPAlvnRiiI,"Claude + ChatGPT = $57,152 In 90 Days","Build a Faceless Facts Shorts Channel with Claude, ChatGPT, VidIQ and Viblo",Kellan Henneberry,2026-08-02,People & Blogs,People & Blogs,True,27530,0.0,full_youtube_video
khhA-FiwuGE,3 Natural Skin Care Products that you Must Try (Homemade),"3 Homemade Skin-Care Products: Multani Mitti Face Wash, Sesame-Saffron Face Oil and Besan Body Wash",Fit Tuber,2023-05-05,Howto & Style,Howto & Style,True,8985,0.0,full_youtube_video
kmKf4hZJtq0,The Truth About Mineral Water & The Best Water Purifier in India,The Truth About Mineral Water & The Best Water Purifier in India,Fit Tuber,2019-09-13,Howto & Style,Howto & Style,False,0,0.0,full_youtube_video
kqD1X1q6suM,5 Natural Face Moisturisers under Rs 299 (Not Sponsored),"Natural-Style Face Moisturisers Under ₹299: Aloe Vera, Facial Oils and Kumkumadi Tailam",Fit Tuber,2020-11-13,Howto & Style,Howto & Style,True,5062,0.0,full_youtube_video
l5RZZe4h7T0,5 Anti Ageing Habits that You Should Inculcate in Your 20s/30s,"5 Anti-Ageing Habits for Your 20s and 30s: Slow Breathing, Selfless Service, Rasayana Foods, Fasting and Moderating Sexu",Fit Tuber,2021-01-15,Howto & Style,Howto & Style,True,10205,0.0,full_youtube_video
lCSgRPINplc,30 Breads in India Ranked from Worst to Best,"30 Breads in India Ranked: White, Brown, Whole-Wheat, Multigrain and Homemade Bread",Fit Tuber,2020-09-04,Howto & Style,Howto & Style,True,8094,0.0,full_youtube_video
lGUoBm0FCZQ,"SAY GOODBYE to Period Problems Forever (Irregular Periods, Menstrual Cramps, PMS, Over Bleeding etc)","PMS, Irregular Periods and Cramps: Lifestyle Advice Mixed with Unsupported Ayurvedic and Moon-Cycle Remedies",Fit Tuber,2019-10-04,Howto & Style,Howto & Style,True,9534,0.0,full_youtube_video
